county_fips,state_name,county_name,mobility_score,ai_exposure
16033,Idaho,Clark,,4.080922
16035,Idaho,Clearwater,0.47922069,0.9199214
16037,Idaho,Custer,0.46416152,-1.56439
16039,Idaho,Elmore,0.47373882,0.4822538
16041,Idaho,Franklin,0.55866802,-0.4110247
16043,Idaho,Fremont,0.51490641,-0.2541272
16045,Idaho,Gem,0.45179516,-1.31411
16047,Idaho,Gooding,0.50820976,0.4606327
16049,Idaho,Idaho,0.52371746,-1.451653
16051,Idaho,Jefferson,0.50571358,-0.8791544
16053,Idaho,Jerome,0.50559562,-0.1314576
16055,Idaho,Kootenai,0.46834919,0.2163206
16057,Idaho,Latah,0.50357038,0.5580021
16059,Idaho,Lemhi,0.47182468,-0.5825603
16061,Idaho,Lewis,0.57148457,0.1655841
16063,Idaho,Lincoln,0.49507865,0.9192038
16065,Idaho,Madison,0.51788217,0.8383602
16067,Idaho,Minidoka,0.52235067,-1.397684
16069,Idaho,Nez Perce,0.45881328,-0.5893242
16071,Idaho,Oneida,0.5453766,-2.097873
16073,Idaho,Owyhee,0.45651585,0.9559264
16075,Idaho,Payette,0.49638522,1.101445
16077,Idaho,Power,0.49403313,-1.294657
16079,Idaho,Shoshone,0.4555569,-1.311654
16081,Idaho,Teton,0.51076537,-1.136847
16083,Idaho,Twin Falls,0.48263025,-0.6496406
16085,Idaho,Valley,0.41905868,-2.061306
16087,Idaho,Washington,0.47201118,-1.976211
17001,Illinois,Adams,0.45293406,-0.1559646
17003,Illinois,Alexander,0.38182417,-2.618162
17005,Illinois,Bond,0.45121953,-1.990749
17007,Illinois,Boone,0.46526408,-1.057326
17009,Illinois,Brown,0.5467338,-1.255909
17011,Illinois,Bureau,0.47058526,-0.9969225
17013,Illinois,Calhoun,0.48645937,1.095041
17015,Illinois,Carroll,0.46420136,0.8555685
17017,Illinois,Cass,0.4291617,1.151762
17019,Illinois,Champaign,0.40962532,0.39986
17021,Illinois,Christian,0.46470416,-1.06738
17023,Illinois,Clark,0.46956494,1.579699
17025,Illinois,Clay,0.45564494,-1.49928
17027,Illinois,Clinton,0.49672896,-0.5342712
17029,Illinois,Coles,0.4503997,-0.7067456
17031,Illinois,Cook,0.40628681,1.274891
17033,Illinois,Crawford,0.46692339,0.6105263
17035,Illinois,Cumberland,0.51283336,-0.058428
17037,Illinois,DeKalb,0.45603234,0.3561655
17039,Illinois,De Witt,0.46109918,-1.199265
17041,Illinois,Douglas,0.50323045,-0.5459959
17043,Illinois,DuPage,0.47026533,1.311464
17045,Illinois,Edgar,0.44456658,0.7380425
17047,Illinois,Edwards,0.48346204,-2.638654
17049,Illinois,Effingham,0.50672001,-0.2216769
17051,Illinois,Fayette,0.46034491,-1.386681
17053,Illinois,Ford,0.46506011,0.9714659
17055,Illinois,Franklin,0.45073837,-1.307135
17057,Illinois,Fulton,0.43469644,-0.3499422
17059,Illinois,Gallatin,0.43496984,-0.3680869
17061,Illinois,Greene,0.45296404,1.204513
17063,Illinois,Grundy,0.46306103,-0.9640273
17065,Illinois,Hamilton,0.46327683,0.1667506
17067,Illinois,Hancock,0.4923375,-1.747204
17069,Illinois,Hardin,0.44350177,-1.341909
17071,Illinois,Henderson,0.55084586,1.00973
17073,Illinois,Henry,0.47427705,0.3784142
17075,Illinois,Iroquois,0.46613434,-0.5411388
17077,Illinois,Jackson,0.40810147,0.486888
17079,Illinois,Jasper,0.50916672,-2.066967
17081,Illinois,Jefferson,0.42646122,-0.082324
17083,Illinois,Jersey,0.42599225,-1.586941
17085,Illinois,Jo Daviess,0.50437963,-1.007965
17087,Illinois,Johnson,0.46599245,1.926286
17089,Illinois,Kane,0.44544712,0.2800123
17091,Illinois,Kankakee,0.42119566,0.1349765
17093,Illinois,Kendall,0.45276076,-0.9204745
17095,Illinois,Knox,0.41616461,-0.1724157
17097,Illinois,Lake,0.44984388,0.994593
17099,Illinois,LaSalle,0.44675994,0.0630399
17101,Illinois,Lawrence,0.44850239,1.825739
17103,Illinois,Lee,0.46849203,0.5744398
17105,Illinois,Livingston,0.46787816,-1.002123
17107,Illinois,Logan,0.44641355,0.1369511
17109,Illinois,McDonough,0.46410775,-0.8699994
17111,Illinois,McHenry,0.47118422,0.0225738
17113,Illinois,McLean,0.41952166,0.1686149
17115,Illinois,Macon,0.40033853,-0.7464593
17117,Illinois,Macoupin,0.43476179,-1.213339
17119,Illinois,Madison,0.40965158,-0.2017695
17121,Illinois,Marion,0.43497103,0.01851
17123,Illinois,Marshall,0.46427965,0.3033382
17125,Illinois,Mason,0.41827235,-0.9513226
17127,Illinois,Massac,0.41675454,-1.353207
17129,Illinois,Menard,0.43177769,-1.445713
17131,Illinois,Mercer,0.47180238,-1.89261
17133,Illinois,Monroe,0.49485961,-0.952973
17135,Illinois,Montgomery,0.4657917,-0.8771364
17137,Illinois,Morgan,0.40838766,0.0725294
17139,Illinois,Moultrie,0.51883662,-0.7914574
17141,Illinois,Ogle,0.46725801,-0.3369472
17143,Illinois,Peoria,0.37548393,1.213428
17145,Illinois,Perry,0.45390883,-0.7174146
17147,Illinois,Piatt,0.48154929,-0.2454357
17149,Illinois,Pike,0.47627652,-1.343084
17151,Illinois,Pope,0.46604624,1.141336
17153,Illinois,Pulaski,0.38530725,-0.5032759
17155,Illinois,Putnam,0.49528748,-2.470907
17157,Illinois,Randolph,0.46505502,-0.2934855
17159,Illinois,Richland,0.48511505,-1.100862
17161,Illinois,Rock Island,0.41722059,1.227239
17163,Illinois,St. Clair,0.38117391,0.6464558
17165,Illinois,Saline,0.43704525,-1.103489
17167,Illinois,Sangamon,0.40167746,1.085867
17169,Illinois,Schuyler,0.45316577,-1.924684
17171,Illinois,Scott,0.44271144,-1.48366
17173,Illinois,Shelby,0.49295923,0.0968849
17175,Illinois,Stark,0.44844896,-2.863686
17177,Illinois,Stephenson,0.44907999,0.1846219
17179,Illinois,Tazewell,0.43275723,-0.3312525
17181,Illinois,Union,0.43806306,-0.2660111
17183,Illinois,Vermilion,0.41343704,0.6414422
17185,Illinois,Wabash,0.48643503,2.046477
17187,Illinois,Warren,0.48678336,-1.283258
17189,Illinois,Washington,0.50743335,-0.8895715
17191,Illinois,Wayne,0.49487001,-1.381765
17193,Illinois,White,0.46438247,0.127555
17195,Illinois,Whiteside,0.45225233,-0.6501221
17197,Illinois,Will,0.43381548,-0.1546627
17199,Illinois,Williamson,0.42304549,0.2719895
17201,Illinois,Winnebago,0.41275865,0.4061603
17203,Illinois,Woodford,0.46126559,-1.686742
18001,Indiana,Adams,0.47467774,-0.9283518
18003,Indiana,Allen,0.43057683,0.4777202
18005,Indiana,Bartholomew,0.4373939,0.1818104
18007,Indiana,Benton,0.45708451,1.669298
18009,Indiana,Blackford,0.43303496,-1.684063
18011,Indiana,Boone,0.47127923,-0.7975686
18013,Indiana,Brown,0.45764834,-1.529037
18015,Indiana,Carroll,0.50532794,-2.202311
18017,Indiana,Cass,0.47226527,-1.068045
18019,Indiana,Clark,0.42149892,-0.15729
18021,Indiana,Clay,0.45248753,-1.692845
18023,Indiana,Clinton,0.46384966,-1.332351
18025,Indiana,Crawford,0.4518989,-1.159225
18027,Indiana,Daviess,0.54217279,-1.028953
18029,Indiana,Dearborn,0.44726923,0.0549674
18031,Indiana,Decatur,0.48200336,-1.065376
18033,Indiana,DeKalb,0.47501713,-1.012462
18035,Indiana,Delaware,0.40011737,0.2849005
18037,Indiana,Dubois,0.52288532,0.4456388
18039,Indiana,Elkhart,0.47604325,-0.793944
18041,Indiana,Fayette,0.41475749,0.5410035
18043,Indiana,Floyd,0.43003488,-0.1902771
18045,Indiana,Fountain,0.45405924,0.5072187
18047,Indiana,Franklin,0.47994408,0.4694454
18049,Indiana,Fulton,0.46530029,-1.290768
18051,Indiana,Gibson,0.47376004,-0.8998213
18053,Indiana,Grant,0.41218904,-0.748599
18055,Indiana,Greene,0.45284656,-0.6505622
18057,Indiana,Hamilton,0.47657579,1.069824
18059,Indiana,Hancock,0.46272999,-1.436208
18061,Indiana,Harrison,0.46794,-1.102685
18063,Indiana,Hendricks,0.46592134,-1.533061
18065,Indiana,Henry,0.4359827,-0.6194274
18067,Indiana,Howard,0.4396866,-0.4180014
18069,Indiana,Huntington,0.44674963,-1.325479
18071,Indiana,Jackson,0.44970855,-0.8915862
18073,Indiana,Jasper,0.46796989,-1.069394
18075,Indiana,Jay,0.43808028,1.682252
18077,Indiana,Jefferson,0.42268798,-1.182455
18079,Indiana,Jennings,0.44620618,0.0887993
18081,Indiana,Johnson,0.44784606,-0.1951988
18083,Indiana,Knox,0.46643168,0.0498308
18085,Indiana,Kosciusko,0.49515569,-0.3294355
18087,Indiana,LaGrange,0.6355288,-1.189047
18089,Indiana,Lake,0.40458244,0.0379797
18091,Indiana,LaPorte,0.4248116,-0.1102189
18093,Indiana,Lawrence,0.44435257,0.7354194
18095,Indiana,Madison,0.4049871,-0.3228054
18097,Indiana,Marion,0.39550126,0.9747427
18099,Indiana,Marshall,0.48136178,-0.1161874
18101,Indiana,Martin,0.49387249,2.746922
18103,Indiana,Miami,0.4418301,0.1554752
18105,Indiana,Monroe,0.4345502,0.3099734
18107,Indiana,Montgomery,0.45522788,-0.7802007
18109,Indiana,Morgan,0.43993336,-0.2639219
18111,Indiana,Newton,0.46121705,-1.650783
18113,Indiana,Noble,0.49857453,-0.5830019
18115,Indiana,Ohio,0.51363492,-3.617044
18117,Indiana,Orange,0.45062315,0.1927767
18119,Indiana,Owen,0.45393836,1.906576
18121,Indiana,Parke,0.47568509,0.8653171
18123,Indiana,Perry,0.49531248,-1.474938
18125,Indiana,Pike,0.430713,-2.493377
18127,Indiana,Porter,0.45423263,-0.2410179
18129,Indiana,Posey,0.47408172,-1.431758
18131,Indiana,Pulaski,0.48196989,-0.8248752
18133,Indiana,Putnam,0.47628248,-1.436082
18135,Indiana,Randolph,0.45733666,0.4031024
18137,Indiana,Ripley,0.47331744,0.8223854
18139,Indiana,Rush,0.47164494,-0.9570702
18141,Indiana,St. Joseph,0.4107666,0.7289878
18143,Indiana,Scott,0.45384899,0.5386032
18145,Indiana,Shelby,0.45387384,-1.364877
18147,Indiana,Spencer,0.51635832,0.1625316
18149,Indiana,Starke,0.44139525,1.342299
18151,Indiana,Steuben,0.45579076,-0.45863
18153,Indiana,Sullivan,0.46554336,-0.770935
18155,Indiana,Switzerland,0.43930417,-1.177851
18157,Indiana,Tippecanoe,0.4448885,-0.3467513
18159,Indiana,Tipton,0.48815826,0.164763
18161,Indiana,Union,0.46382248,-2.011246
18163,Indiana,Vanderburgh,0.42385492,0.4927276
18165,Indiana,Vermillion,0.47490692,-1.85402
18167,Indiana,Vigo,0.40951979,-0.1049085
18169,Indiana,Wabash,0.44298092,0.3455676
18171,Indiana,Warren,0.46780172,2.171234
18173,Indiana,Warrick,0.45352072,-0.1482978
18175,Indiana,Washington,0.46001336,0.4134059
18177,Indiana,Wayne,0.40694988,-0.2405016
18179,Indiana,Wells,0.47322804,-0.0219396
18181,Indiana,White,0.47306576,0.2570216
18183,Indiana,Whitley,0.49295983,-0.1158681
19001,Iowa,Adair,0.53222704,-1.13329
19003,Iowa,Adams,0.54217261,-2.082265
19005,Iowa,Allamakee,0.5483017,-0.4025943
19007,Iowa,Appanoose,0.47555324,-0.3601
19009,Iowa,Audubon,0.54613459,0.2114812
19011,Iowa,Benton,0.53276867,-0.580786
19013,Iowa,Black Hawk,0.44184023,0.262382
19015,Iowa,Boone,0.49054185,0.4070345
19017,Iowa,Bremer,0.5451827,-0.5351281
19019,Iowa,Buchanan,0.53845918,0.2877331
19021,Iowa,Buena Vista,0.51468849,0.4855719
19023,Iowa,Butler,0.54340786,-0.2960665
19025,Iowa,Calhoun,0.5479008,0.724892
19027,Iowa,Carroll,0.57693666,0.1220531
19029,Iowa,Cass,0.49025977,0.7109153
19031,Iowa,Cedar,0.49349922,-0.5097002
19033,Iowa,Cerro Gordo,0.50184929,0.4393874
19035,Iowa,Cherokee,0.55539334,0.4849776
19037,Iowa,Chickasaw,0.57982248,-0.6668261
19039,Iowa,Clarke,0.5148657,0.1025678
19041,Iowa,Clay,0.53910917,0.4064856
19043,Iowa,Clayton,0.56361157,-0.1996939
19045,Iowa,Clinton,0.44823748,-0.3081828
19047,Iowa,Crawford,0.51244467,0.2463861
19049,Iowa,Dallas,0.52083671,1.466864
19051,Iowa,Davis,0.51930732,-1.244868
19053,Iowa,Decatur,0.48997173,-2.257366
19055,Iowa,Delaware,0.57619321,-0.9816321
19057,Iowa,Des Moines,0.44052044,0.1744411
19059,Iowa,Dickinson,0.52146667,-0.0038428
19061,Iowa,Dubuque,0.48279259,0.7271842
19063,Iowa,Emmet,0.51406753,-1.200206
19065,Iowa,Fayette,0.54058415,-0.4013066
19067,Iowa,Floyd,0.51561004,0.89292
19069,Iowa,Franklin,0.51520139,0.6581081
19071,Iowa,Fremont,0.49870324,1.683751
19073,Iowa,Greene,0.52206081,0.7668222
19075,Iowa,Grundy,0.53239298,-1.199471
19077,Iowa,Guthrie,0.55820751,1.34277
19079,Iowa,Hamilton,0.51782912,-0.237868
19081,Iowa,Hancock,0.53830576,0.2619914
19083,Iowa,Hardin,0.4865694,0.521066
19085,Iowa,Harrison,0.51231992,-0.5759908
19087,Iowa,Henry,0.51550972,0.3173666
19089,Iowa,Howard,0.53578258,0.7536794
19091,Iowa,Humboldt,0.56266582,0.378287
19093,Iowa,Ida,0.58282411,1.263131
19095,Iowa,Iowa,0.5390116,0.2053336
19097,Iowa,Jackson,0.51668811,0.3249213
19099,Iowa,Jasper,0.49954498,0.4069245
19101,Iowa,Jefferson,0.48311788,0.675985
19103,Iowa,Johnson,0.46780989,0.9297884
19105,Iowa,Jones,0.54804248,-0.9097077
19107,Iowa,Keokuk,0.51498514,-0.7546017
19109,Iowa,Kossuth,0.56636643,0.7749698
19111,Iowa,Lee,0.47448149,-1.078577
19113,Iowa,Linn,0.46308285,0.9632932
19115,Iowa,Louisa,0.48536247,0.889638
19117,Iowa,Lucas,0.48025265,-0.1713966
19119,Iowa,Lyon,0.61842406,0.6205721
19121,Iowa,Madison,0.49343154,-0.9521298
19123,Iowa,Mahaska,0.48942018,-0.9813173
19125,Iowa,Marion,0.51246035,0.6483319
19127,Iowa,Marshall,0.47231656,0.4019401
19129,Iowa,Mills,0.48591679,-0.7116391
19131,Iowa,Mitchell,0.54653406,-1.091217
19133,Iowa,Monona,0.48329103,0.6022956
19135,Iowa,Monroe,0.54648983,1.214096
19137,Iowa,Montgomery,0.4755142,0.3632489
19139,Iowa,Muscatine,0.47082856,0.6798052
19141,Iowa,O'Brien,0.54888475,0.6375057
19143,Iowa,Osceola,0.57932252,0.5851194
19145,Iowa,Page,0.51233917,0.3708025
19147,Iowa,Palo Alto,0.57929832,0.7698395
19149,Iowa,Plymouth,0.56320393,-0.7522283
19151,Iowa,Pocahontas,0.55367428,1.110471
19153,Iowa,Polk,0.45316437,1.414127
19155,Iowa,Pottawattamie,0.46438783,-0.3759584
19157,Iowa,Poweshiek,0.51017344,-1.060602
19159,Iowa,Ringgold,0.50383329,-1.782726
19161,Iowa,Sac,0.56470138,1.114957
19163,Iowa,Scott,0.4269703,0.4961033
19165,Iowa,Shelby,0.56021333,1.090737
19167,Iowa,Sioux,0.60558766,-1.081247
19169,Iowa,Story,0.49251211,0.5199726
19171,Iowa,Tama,0.5073998,0.75086
19173,Iowa,Taylor,0.52587277,0.2585711
19175,Iowa,Union,0.48169905,0.3533725
19177,Iowa,Van Buren,0.49160999,1.874841
19179,Iowa,Wapello,0.45601201,0.3108152
19181,Iowa,Warren,0.50109208,0.2331221
19183,Iowa,Washington,0.52685791,0.3748111
19185,Iowa,Wayne,0.49370968,-1.212263
19187,Iowa,Webster,0.48482126,0.2266178
19189,Iowa,Winnebago,0.53522587,0.7039519
19191,Iowa,Winneshiek,0.5777483,0.1382747
19193,Iowa,Woodbury,0.45268759,-0.3886065
19195,Iowa,Worth,0.50632173,0.8675497
19197,Iowa,Wright,0.5199874,1.157615
20001,Kansas,Allen,0.50394124,-0.8243709
20003,Kansas,Anderson,0.48448128,-2.757327
20005,Kansas,Atchison,0.47535601,-0.5358744
20007,Kansas,Barber,0.57356834,-0.8424374
20009,Kansas,Barton,0.49186659,0.1624715
20011,Kansas,Bourbon,0.45303473,-0.0146781
20013,Kansas,Brown,0.46278873,1.174796
20015,Kansas,Butler,0.46663278,-0.5066634
20017,Kansas,Chase,0.53049767,-0.0360385
20019,Kansas,Chautauqua,0.51902366,-0.823891
20021,Kansas,Cherokee,0.45468774,1.103248
20023,Kansas,Cheyenne,0.55265975,-1.246234
20025,Kansas,Clark,0.62261152,2.933891
20027,Kansas,Clay,0.50503683,-0.1087473
20029,Kansas,Cloud,0.50258905,0.1103615
20031,Kansas,Coffey,0.51194894,-1.013748
20033,Kansas,Comanche,0.49668649,-3.617044
20035,Kansas,Cowley,0.4537164,0.5590025
20037,Kansas,Crawford,0.44269046,-0.3143784
20039,Kansas,Decatur,0.58740753,-1.508592
20041,Kansas,Dickinson,0.47429258,0.8248925
20043,Kansas,Doniphan,0.46621782,2.524088
20045,Kansas,Douglas,0.44895327,0.5299124
20047,Kansas,Edwards,0.53950822,1.496984
20049,Kansas,Elk,0.51339966,-1.743449
20051,Kansas,Ellis,0.50904703,0.0020988
20053,Kansas,Ellsworth,0.49963796,-1.372795
20055,Kansas,Finney,0.47892228,-0.7097631
20057,Kansas,Ford,0.48072195,-1.224868
20059,Kansas,Franklin,0.46938586,0.6471995
20061,Kansas,Geary,0.41972893,-0.28648
20063,Kansas,Gove,0.58783537,-2.544464
20065,Kansas,Graham,0.53315508,-1.347642
20067,Kansas,Grant,0.48606971,-0.8339134
20069,Kansas,Gray,0.5923425,-0.7330829
20071,Kansas,Greeley,,-3.099717
20073,Kansas,Greenwood,0.48835862,0.8626658
20075,Kansas,Hamilton,,-3.226586
20077,Kansas,Harper,0.49507239,0.336583
20079,Kansas,Harvey,0.49175805,1.000601
20081,Kansas,Haskell,0.52082843,2.838854
20083,Kansas,Hodgeman,0.54559082,2.147779
20085,Kansas,Jackson,0.50726789,2.024652
20087,Kansas,Jefferson,0.51918751,1.074961
20089,Kansas,Jewell,0.55094415,-1.802476
20091,Kansas,Johnson,0.46833515,1.495559
20093,Kansas,Kearny,0.54275662,-0.6361429
20095,Kansas,Kingman,0.48967701,0.7829954
20097,Kansas,Kiowa,0.5518797,-3.617044
20099,Kansas,Labette,0.46072814,1.410754
20101,Kansas,Lane,0.60724682,-2.697612
20103,Kansas,Leavenworth,0.44479463,0.1381999
20105,Kansas,Lincoln,0.53113163,2.730725
20107,Kansas,Linn,0.48619071,1.724069
20109,Kansas,Logan,0.51401263,-1.355902
20111,Kansas,Lyon,0.49528515,0.4275748
20113,Kansas,McPherson,0.51360518,0.0327779
20115,Kansas,Marion,0.53126943,0.6840199
20117,Kansas,Marshall,0.55653673,-0.3766528
20119,Kansas,Meade,0.62540579,-1.161631
20121,Kansas,Miami,0.49179605,0.8744216
20123,Kansas,Mitchell,0.53721589,-1.547884
20125,Kansas,Montgomery,0.44646752,0.9280353
20127,Kansas,Morris,0.48064408,0.5669017
20129,Kansas,Morton,0.46021578,1.623704
20131,Kansas,Nemaha,0.55530763,0.3079512
20133,Kansas,Neosho,0.46135771,-0.4863203
20135,Kansas,Ness,0.53652728,-2.130276
20137,Kansas,Norton,0.53779173,-1.979993
20139,Kansas,Osage,0.46189973,-0.5260643
20141,Kansas,Osborne,0.51381862,-0.0872696
20143,Kansas,Ottawa,0.49814585,-0.6180352
20145,Kansas,Pawnee,0.46106791,-1.911067
20147,Kansas,Phillips,0.53939754,0.0715558
20149,Kansas,Pottawatomie,0.52071244,-0.3939289
20151,Kansas,Pratt,0.49909085,-1.724201
20153,Kansas,Rawlins,0.58434314,-0.651064
20155,Kansas,Reno,0.46879384,0.7261165
20157,Kansas,Republic,0.50242811,0.6030045
20159,Kansas,Rice,0.49562314,-0.6609958
20161,Kansas,Riley,0.45537433,-0.0979045
20163,Kansas,Rooks,0.50469863,-1.065036
20165,Kansas,Rush,0.50989062,-1.87745
20167,Kansas,Russell,0.5141691,-0.6394506
20169,Kansas,Saline,0.45491287,0.7737184
20171,Kansas,Scott,0.52049172,-1.654457
20173,Kansas,Sedgwick,0.42620683,0.8684989
20175,Kansas,Seward,0.47720858,0.3008598
20177,Kansas,Shawnee,0.44057006,1.190725
20179,Kansas,Sheridan,0.58235991,-0.9762297
20181,Kansas,Sherman,0.50843275,0.7493479
20183,Kansas,Smith,0.53325355,0.0076512
20185,Kansas,Stafford,0.5179525,-0.8858442
20187,Kansas,Stanton,0.52148801,-1.628897
20189,Kansas,Stevens,0.53638232,-0.9526169
20191,Kansas,Sumner,0.47359082,1.35655
20193,Kansas,Thomas,0.53339392,-0.1697177
20195,Kansas,Trego,0.52031159,0.8370249
20197,Kansas,Wabaunsee,0.54356819,-3.107712
20199,Kansas,Wallace,0.57455319,2.833107
20201,Kansas,Washington,0.58618772,1.021516
20203,Kansas,Wichita,0.5187844,-4.305805
20205,Kansas,Wilson,0.45528072,0.089073
20207,Kansas,Woodson,0.47407159,-0.7382471
20209,Kansas,Wyandotte,0.41664553,-0.6442789
21001,Kentucky,Adair,0.47145587,-0.2235814
21003,Kentucky,Allen,0.42737666,-1.300562
21005,Kentucky,Anderson,0.42783374,-1.497534
21007,Kentucky,Ballard,0.48002741,-0.7180691
21009,Kentucky,Barren,0.4467544,-0.4365035
21011,Kentucky,Bath,0.41593,-2.604868
21013,Kentucky,Bell,0.41023666,-1.123263
21015,Kentucky,Boone,0.44173557,-0.8170156
21017,Kentucky,Bourbon,0.44270074,-1.088125
21019,Kentucky,Boyd,0.40622273,0.7375175
21021,Kentucky,Boyle,0.41781133,-0.2060806
21023,Kentucky,Bracken,0.4577508,-1.575473
21025,Kentucky,Breathitt,0.39649197,0.5394292
21027,Kentucky,Breckinridge,0.49029657,0.0483397
21029,Kentucky,Bullitt,0.43051007,-2.799662
21031,Kentucky,Butler,0.45221257,-1.371915
21033,Kentucky,Caldwell,0.43973544,-1.370445
21035,Kentucky,Calloway,0.43749675,0.2360631
21037,Kentucky,Campbell,0.41874206,-0.2752801
21039,Kentucky,Carlisle,0.44612095,-1.464606
21041,Kentucky,Carroll,0.41664153,-0.3679546
21043,Kentucky,Carter,0.41804036,0.2706101
21045,Kentucky,Casey,0.44067594,0.8213283
21047,Kentucky,Christian,0.41880223,0.1142992
21049,Kentucky,Clark,0.40439594,1.297334
21051,Kentucky,Clay,0.42515922,1.35251
21053,Kentucky,Clinton,0.42986336,0.8425897
21055,Kentucky,Crittenden,0.44398427,0.7769777
21057,Kentucky,Cumberland,0.4243257,-1.868677
21059,Kentucky,Daviess,0.44802573,-0.3001478
21061,Kentucky,Edmonson,0.45958531,0.3423148
21063,Kentucky,Elliott,0.45184267,-3.236962
21065,Kentucky,Estill,0.39857173,-0.8609929
21067,Kentucky,Fayette,0.39833608,0.3701144
21069,Kentucky,Fleming,0.44669503,0.740249
21071,Kentucky,Floyd,0.42955711,0.6692931
21073,Kentucky,Franklin,0.39712095,-0.0829016
21075,Kentucky,Fulton,0.3894923,-1.148093
21077,Kentucky,Gallatin,0.40787166,-1.345607
21079,Kentucky,Garrard,0.42041585,-1.026667
21081,Kentucky,Grant,0.42223394,0.6405407
21083,Kentucky,Graves,0.4476566,-0.4860357
21085,Kentucky,Grayson,0.45783579,-0.2416192
21087,Kentucky,Green,0.44192609,-0.5598897
21089,Kentucky,Greenup,0.42995661,0.4393989
21091,Kentucky,Hancock,0.49308917,-0.5889595
21093,Kentucky,Hardin,0.44512856,0.2670934
21095,Kentucky,Harlan,0.42824337,0.8056661
21097,Kentucky,Harrison,0.42869836,-0.8220223
21099,Kentucky,Hart,0.45432746,-1.808404
21101,Kentucky,Henderson,0.440521,-0.9064469
21103,Kentucky,Henry,0.44627833,-0.1463263
21105,Kentucky,Hickman,0.4688915,-3.617044
21107,Kentucky,Hopkins,0.45001441,-0.1853087
21109,Kentucky,Jackson,0.46167663,0.670185
21111,Kentucky,Jefferson,0.4029471,0.5960811
21113,Kentucky,Jessamine,0.41724566,-1.043831
21115,Kentucky,Johnson,0.42768559,1.326382
21117,Kentucky,Kenton,0.40753511,0.2008151
21119,Kentucky,Knott,0.45828736,-0.1501684
21121,Kentucky,Knox,0.41343936,1.062718
21123,Kentucky,Larue,0.46824831,-1.129641
21125,Kentucky,Laurel,0.41476589,0.6655674
21127,Kentucky,Lawrence,0.44593903,-1.296184
21129,Kentucky,Lee,0.41041666,1.470012
21131,Kentucky,Leslie,0.38839868,-1.22444
21133,Kentucky,Letcher,0.38971251,0.3252279
21135,Kentucky,Lewis,0.4646984,-0.2295115
21137,Kentucky,Lincoln,0.41991335,-1.43452
21139,Kentucky,Livingston,0.48449495,-1.660856
21141,Kentucky,Logan,0.45310846,-0.4513387
21143,Kentucky,Lyon,0.40773717,0.3417062
21145,Kentucky,McCracken,0.41011637,0.106503
21147,Kentucky,McCreary,0.42493248,-0.0071287
21149,Kentucky,McLean,0.45831165,-1.710222
21151,Kentucky,Madison,0.40917027,-0.1108488
21153,Kentucky,Magoffin,0.50447941,0.3603796
21155,Kentucky,Marion,0.4698157,-1.120738
21157,Kentucky,Marshall,0.46166989,-0.782105
21159,Kentucky,Martin,0.47560829,-0.1531607
21161,Kentucky,Mason,0.42216122,-0.7084892
21163,Kentucky,Meade,0.45310339,-1.439566
21165,Kentucky,Menifee,0.42068425,-0.9077486
21167,Kentucky,Mercer,0.42407987,-1.42461
21169,Kentucky,Metcalfe,0.45361251,2.309368
21171,Kentucky,Monroe,0.4602533,-1.632027
21173,Kentucky,Montgomery,0.41028497,-0.827889
21175,Kentucky,Morgan,0.43542686,-0.6745118
21177,Kentucky,Muhlenberg,0.47356033,-0.7230099
21179,Kentucky,Nelson,0.46509171,-1.082145
21181,Kentucky,Nicholas,0.41855767,-0.830059
21183,Kentucky,Ohio,0.46075365,-0.1137687
21185,Kentucky,Oldham,0.46232486,0.8993903
21187,Kentucky,Owen,0.43013847,-0.9655889
21189,Kentucky,Owsley,0.39167324,1.202022
21191,Kentucky,Pendleton,0.43069479,-1.313178
21193,Kentucky,Perry,0.41054833,0.4988717
21195,Kentucky,Pike,0.46295986,0.7956563
21197,Kentucky,Powell,0.41094753,-1.246114
21199,Kentucky,Pulaski,0.42665476,-0.0325188
21201,Kentucky,Robertson,0.39612186,-3.617044
21203,Kentucky,Rockcastle,0.45903417,-0.2108338
21205,Kentucky,Rowan,0.41880417,-0.4406702
21207,Kentucky,Russell,0.46106753,-0.9837246
21209,Kentucky,Scott,0.40782237,-1.274827
21211,Kentucky,Shelby,0.45127255,-1.093817
21213,Kentucky,Simpson,0.42592517,-1.38434
21215,Kentucky,Spencer,0.46637747,-1.73614
21217,Kentucky,Taylor,0.4515838,-0.3836024
21219,Kentucky,Todd,0.46075171,-0.4019547
21221,Kentucky,Trigg,0.41281673,-0.2786817
21223,Kentucky,Trimble,0.43846703,-2.984428
21225,Kentucky,Union,0.45901242,0.1315162
21227,Kentucky,Warren,0.42655089,-0.0114183
21229,Kentucky,Washington,0.44324574,-1.216994
21231,Kentucky,Wayne,0.44477668,-1.229386
21233,Kentucky,Webster,0.45998853,-1.615397
21235,Kentucky,Whitley,0.40027252,-0.3463309
21237,Kentucky,Wolfe,0.42810839,-2.001744
21239,Kentucky,Woodford,0.44648769,-1.042104
22001,Louisiana,Acadia,0.43445364,-0.25537
22003,Louisiana,Allen,0.47016865,-0.3116499
22005,Louisiana,Ascension,0.44798529,-1.498731
22007,Louisiana,Assumption,0.42489353,0.5580917
22009,Louisiana,Avoyelles,0.42466408,-0.0881351
22011,Louisiana,Beauregard,0.47766772,-0.3452537
22013,Louisiana,Bienville,0.40780306,-0.5026494
